iter	MultiClass
0	1.03431199
1	0.9694670648
2	0.9038329222
3	0.8593603162
4	0.8150862751
5	0.7793219822
6	0.741652652
7	0.7091120805
8	0.675174045
9	0.6412662201
1010	0.6036091711111	0.5715031201212	0.5455883738
13	0.5203427121
14	0.4989342044
15	0.4840143997
16	0.4641729592
17	0.4469875102
18	0.4345076791
19	0.414097712020	0.3992523289
21	0.3875015182222	0.3744085642323	0.362034768
24	0.3472500323
25	0.332873034
26	0.3222916346
27	0.3078627603
28	0.298542886
29	0.2889958059
30	0.2803732173
31	0.2728922849
32	0.2655900697
33	0.2549541773
34	0.2461910707
35	0.2381228885
36	0.2329395308
37	0.2268207942
38	0.2227053719
39	0.2168621735
40	0.2120720263
41	0.2060505464
42	0.2000400794
43	0.1937822118
44	0.1863932644
45	0.180976568
46	0.1760486369
47	0.1724756031
48	0.1676436816
49	0.1642217659
50	0.1595919958
51	0.1560822507
52	0.1520359013
53	0.1487323142
54	0.1451052593
55	0.1410581431
56	0.1379668975
57	0.1352137416
58	0.1324165041
59	0.1301408503
60	0.1266785132
61	0.1245879087
62	0.1224125779
63	0.1194962684
64	0.1173710341
65	0.1151149128
66	0.1131564922
67	0.1111983847
68	0.1082918726
69	0.10630736
70	0.1044189339
71	0.1022578458
72	0.1002370346
73	0.09840078825
74	0.09690109679
75	0.09496758821
76	0.09317127056
77	0.09146531096
78	0.09003488567
79	0.08755240164
8081	0.1246797018882	0.123440352
83	0.1218935748
84	0.1201258357
85	0.1185909951
86	0.1172315167
87	0.1153668736
88	0.114284716
89	0.1124077637
90	0.1189	0.07452485382
90	0.07357547437
91	0.07256986349
92	0.094	0.10495593	0.95	0.104093594	096	0.1027810795	97	0.1017387429698	0.1009299969999	0.099947307899100	0.099060963899101	0.09792005785
102	0.09633216926
103	0.09482641303
104	0.0938765061
105	0.09249693578
106	0.09118695748
107	0.09007939588
108	0.08910769163
109	0.0880522323
110	0.08687916422
111	0.08565804887
112	0.08444979006
113	0.0837482359
114	0.08297310024
115	0.08194892768
116	0.08094153343
117	0.08020743962
118	0.07927478445
119	0.07811960538
120	0.0775423704
121	0.07661666106
122	0.07580604418
123	0.07480257333
124	0.07398377801
125	0.07300970523
126	0.07209006186
127	0.07144429198
128	0.07082134678
129	0.07017367934
130	0.06946280028
131	0.06878090362
132	0.0681887987
133	0.06732533475
134	0.06673601883
135	0.06607045928
136	0.06551609275
137	0.0648990879
138	0.06445389488
139	0.06369155827
140	0.06301210451
141	0.06226329545
142	0.06171161188
143	0.06099217276
144	0.06041553688
145	0.05993069777
146	0.05943908105
147	0.05902567012
148	0.05841658906
149	0.05790469448
150	0.05759551096
151	0.05710034509
152	0.05647389286
153	0.0560883999
154	0.05571606306
155	0.0551161903
156	0.05471289554
157	0.05437554268
158	0.0539754244
159	0.05354209815
160	0.05310107619
161	0.05271843517
162	0.05219981893
163	0.05178764759
164	0.05140890884
165	0.05103483463
166	0.05064330536
167	0.05030571126
168	0.04998936955
169	0.04967750294
170	0.04929189968
171	0.04894785338
172	0.04870670643
173	0.04820847883
174	0.04796698156
175	0.0476677351
176	0.04730191162
177	0.04699319207
178	0.0465360481
179	0.04626240996
180	0.04602299619
181	0.04572476657
182	0.04545223621
183	0.04502504935
184	0.04473950806
185	0.04446640658
186	0.04420688347
187	0.04389989015
188	0.04352018422
189	0.04325035151
190	0.04299608366
191	0.04268788786
192	0.04244325966
193	0.0421594266
194	0.04185060863
195	0.041541812
196	0.04137467312
197	0.04106453974
198	0.04077465099
199	0.04058907147
200	0.04032989915
201	0.03999737412
202	0.03980865639
203	0.03950927424
204	0.03916240051
205	0.03887720251
206	0.03858347308
207	0.03839992323
208	0.03822163826
209	0.03799731236
210	0.03781868625
211	0.03756171133
212	0.03733757818
213	0.03719038636
214	0.03700764335
215	0.03680945845
216	0.03661291687
217	0.03644049893
218	0.03616772892
219	0.03602890858
220	0.03584027382
221	0.03557952348
222	0.03542449203
223	0.03521600578
224	0.03493925647
225	0.03472310914
226	0.03449337448
227	0.03428839876
228	0.03409972224
229	0.03396747064
230	0.03383953029
231	0.03364801261
232	0.03344508366
233	0.03325346791
234	0.03302754866
235	0.03284989102
236	0.03268251896
237	0.03251317392
238	0.03228397307
239	0.03214540122
240	0.03195539654
241	0.03185085238
242	0.03162842457
243	0.03147627428
244	0.03131053226
245	0.03116337267
246	0.03103009905
247	0.03093302872
248	0.03072428131
249	0.03060229626
250	0.03043078654
251	0.03030250267
252	0.03010826227
253	0.02999492438
254	0.02986147051
255	0.02975780347
256	0.02964136919
257	0.02951070009
258	0.02939676181
259	0.02920676793
260	0.02910789683
261	0.02899153387
262	0.02885945707
263	0.02876410199
264	0.02865119436
265	0.02849531708
266	0.02833264845
267	0.02824777758
268	0.02814139908
269	0.02797602771
270	0.0278329422
271	0.02774041593
272	0.02768159043
273	0.02757192726
274	0.0274682808
275	0.0273652524
276	0.02726157705
277	0.02718359588
278	0.02704177826
279	0.02688444668
280	0.02680240041
281	0.02671591521
282	0.02664729755
283	0.02651393492
284	0.02644159843
285	0.02629465623
286	0.02622466837
287	0.02607547464
288	0.02595476937
289	0.02587926128
290	0.02578085094
291	0.02567125226
292	0.02556020288
293	0.02547500518
294	0.02538245832
295	0.0252732166
296	0.02519326306
297	0.02512165253
298	0.02502481894
299	0.02493403942
300	0.02485727977
301	0.02472251498
302	0.02461918691
303	0.02452180367
304	0.02441851957
305	0.02434510833
306	0.02424414385
307	0.0241857799
308	0.02409042605
309	0.02401328574
310	0.02390749367
311	0.02379070744
312	0.02371055335
313	0.02362162912
314	0.0235448898
315	0.02345605484
316	0.02338937428
317	0.02329158374
318	0.02322477803
319	0.02315328751
320	0.02308933118
321	0.02300865834
322	0.02293165934
323	0.0228442228
324	0.02275945543
325	0.0226456851
326	0.0225728773
327	0.02248853838
328	0.02239282504
329	0.02232988843
330	0.02225091066
331	0.02216518244
332	0.02209972925
333	0.02203313654
334	0.02196650791
335	0.02188263935
336	0.02183132817
337	0.0217231667
338	0.02167322178
339	0.02159320397
340	0.02152015359
341	0.02141829361
342	0.02133999905
343	0.0212825906
344	0.0212218537
345	0.02115996705
346	0.02109765766
347	0.02102954721
348	0.02097272897
349	0.02090589043
350	0.02083655838
351	0.02077075576
352	0.02069313079
353	0.02062092215
354	0.02051583355
355	0.02041918098
356	0.02034654653
357	0.02030108872
358	0.02024253149
359	0.02018663542
360	0.02011885721
361	0.02005567038
362	0.0200130567
363	0.01995959555
364	0.01990929255
365	0.01983623554
366	0.01977291389
367	0.01968827785
368	0.01958473865
369	0.01949899359
370	0.01944388036
371	0.01935739841
372	0.01927603617
373	0.0192217965
374	0.01916569569
375	0.01908161106
376	0.01903498617
377	0.01897882113
378	0.01893683751
379	0.01887521463
380	0.01881232508
381	0.01876409079
382	0.01870740398
383	0.01866096118
384	0.01859950152
385	0.01855340894
386	0.0184918698
387	0.01845115017
388	0.01837478465
389	0.01832102183
390	0.01828774348
391	0.01822693
392	0.01818170854
393	0.01811805416
394	0.01806724157
395	0.01802427611
396	0.01796574324
397	0.01791595144
398	0.01784886697
399	0.0177903711
400	0.01773632546
401	0.01766051837
402	0.01761593765
403	0.01754391057
404	0.01749258889
405	0.01743498296
406	0.01739962969
407	0.01734679613
408	0.0172994048
409	0.01725360356
410	0.01719111796
411	0.01713398307
412	0.01709259573
413	0.01705587936
414	0.01702110185
415	0.01695967419
416	0.01691969765
417	0.01686507545
418	0.01679369859
419	0.01675613869
420	0.01671452131
421	0.01667409832
422	0.01662804744
423	0.01657860363
424	0.01654622266
425	0.01649562833
426	0.01645857346
427	0.01641398643
428	0.01637387234
429	0.01633107321
430	0.01628674323
431	0.01625915377
432	0.01620657855
433	0.01617506956
434	0.01614588479
435	0.01611170966
436	0.01606107928
437	0.01602729677
438	0.01599747877
439	0.01594808225
440	0.01591438061
441	0.01588475677
442	0.01584091606
443	0.01578813079
444	0.01575742923
445	0.01572759163
446	0.01569000133
447	0.01563619133
448	0.01559946413
449	0.01556366625
450	0.01551793542
451	0.01548313176
452	0.01545257507
453	0.01541929213
454	0.0153844512
455	0.01534241538
456	0.0153096089
457	0.01525442809
458	0.01521996862
459	0.01519314687
460	0.01516347448
461	0.01513732434
462	0.01509644592
463	0.0150427539
464	0.01500432168
465	0.01496568084
466	0.01492265696
467	0.01487915816
468	0.01485136275
469	0.01482060197
470	0.01479484938
471	0.01476285434
472	0.01473744098
473	0.01470771901
474	0.01468216945
475	0.014647411
476	0.0146055725
477	0.01455735222
478	0.01451081968
479	0.01448324505
480	0.01445104236
481	0.01441147484
482	0.01436737253
483	0.01434388912
484	0.01430063114
485	0.01426841296
486	0.01424032611
487	0.01421256828
488	0.01416648513
489	0.01414213183
490	0.01411100082
491	0.01407959539
492	0.01403958809
493	0.0140119267
494	0.01398168603
495	0.01395111819
496	0.01392438179
497	0.01389985204
498	0.01386913848
499	0.01384447551
500	0.01381449278
501	0.01378288942
502	0.01375337305
503	0.01373403651
504	0.01369715147
505	0.01366685387
506	0.01363819728
507	0.01359986372
508	0.0135765397
509	0.01354805575
510	0.01352142926
511	0.01349624589
512	0.01345366318
513	0.01342948473
514	0.0134067678
515	0.01338000009
516	0.01335532757
517	0.01333099678
518	0.013295514
519	0.01327079159
520	0.01324341812
521	0.01321281148
522	0.01318859554
523	0.01315916062
524	0.01313277024
525	0.0130924035
526	0.01306459243
527	0.01303729814
528	0.01301129412
529	0.01297997922
530	0.01295187509
531	0.01292751007
532	0.01290519823
533	0.01288369679
534	0.01285514364
535	0.01282797395
536	0.01280472089
537	0.01276559537
538	0.01273247982
539	0.01270739026
540	0.01268578396
541	0.01266601998
542	0.01264699856
543	0.01262562528
544	0.01259449445
545	0.01257246098
546	0.01254035428
547	0.01252337023
548	0.545	0.009307682866
546	0.009283776949
547	0.009265880617
548	0.009249366386
549	0.009234962986
550	0.009217512398
551	0.009204622455
552	0.009184757308
553	0.009169759874
554	0.009149909439
555	0.009134430522
556	0.009117749457
557	0.009092299624
558	0.009074812042
559	0.009055414436
560	0.009038367104
561	0.009020743325
562	0.00900134692
563	0.008985777195
564	0.00896734732
565	0.008953899082
566	0.008940241482
567	0.008923998858
568	0.008911368657
569	0.00889362407
570	0.008876459512
571	0.008857960315
572	0.008839654699
573	0.008827536099
574	0.008809793414
575	0.00879660128
576	0.00878447954
577	0.008766929305
578	0.008749752913
579	0.008732484697
580	0.008717358316
581	0.008701760651
582	0.008687279129
583	0.008666095142
584	0.00864590	0.01156366065
591	0.01154684692
592	0.01152392206
593	0.0114979482
594	0.01148093863
595	0.01145954379
596	0.01144061714
597	0.01141570115
598	0.01139791742
599	0.01138142219
600	0.01136197564
601	0.01134681319
602	0.01132649956
603	0.01130968681
604	0.01129220528
605	0.01127587432
606	0.01125708167
607	0.01124000471
608	0.01122412608
609	0.01120160778
610	0.01117916674
611	0.605	0.008350612704
606	0.008334321408
607	0.008319089556
608	0.008615	0.0110609	0.00616	0.01105129414
617	0.01103502173
618	0.01101875204
619	0.01100113681
620	0.01096813051
621	0.01094964142
622	0.0109197082616	0.008191490829
617	0.008178208864
618	0.008164449255
619	0.008149024663
620	0.008132406336
621	0.00812136804
622	0.008105281305
623	0.008089392215
624	0.008076210207
625	0.008064335957
626	0.00804914592
627	0.008039465424
628	0.008023681132
629	0.008008605405
630	0.007997103137
631	0.007982325807
632	0.007965964382
633	0.007955993308
634	0.007946678973
635	0.007931388107
636	0.007920654445
637	0.007906994728
638	0.007892996051
639	0.007878243293
640	0.007863215637
641	0.007848423516
642	0.007833540689
643	0.00652	0.0103644	0.007806940313
645	0.0654	0.010337646	0.655	0.0103262647	0.007772082429
648	0.007757939558
649	0.007743407595
650	0.007735274454
651	0.007721606694
652	0.00770748929
653	0.007697595192
654	0.00768280602
655	0.00767368222
656	0.007660591099
657	0.007644870019
658	0.007630531674
659	0.007615557663
660	0.007603449958
661	0.007590439952
662	0.007581025747
663	0.007566901011
664	0.007556865881
665	0.007543598555
666	0.00753069741
667	0.007519261262
668	0.007504457604
669	0.007490196801
670	0.007475184815
671	0.007463271828
672	0.007449455746
673	0.007437662136
674	0.00742588399
675	0.007415792716
676	0.007403070743
677	0.007391021625
678	0.007382579613
679	0.00682	0.00813680	0.0683	0.008117688036
684	0.008104585019
685	0.008093321417
686	0.008081526647
687	0.008069802715
688	0.008057258362
689	0.008046375625
690	0.008036560967
691	0.008027452248
692	0.008015274212
693	0.008003266217
694	0.007992985323
695	0.007977842865
696	0.007964346334
697	0.007953126625
698	0.007943536292
699	0.007929929321
700	0.007919628174
701	0.007907638564
702	0.007896296426
703	0.007884113032
704	0.007869134189
705	0.00785707683
706	0.007843059208
707	0.007833732115
708	0.007821874311
709	0.007810109355
710	0.007800188448
711	0.007788118291
712	0.007778441822
713	0.007764655342
714	0.007751258742
715	0.007739215676
716	0.007725490797
717	0.007711677538
718	0.007701130306
719	0.007690659643
720	0.007679395519
721	0.007667529692
722	0.007656974213
723	0.007646228073
724	0.007636261494
725	0.007625270212733	0.009240731659
734	0.009225158047
735	0.009213996793
736	0.00920090804
737	0.009187603386
738	0.009179528228
739	0.009163713546
740	0.0091525896
741	0.009141059481
742	0.009131776489
743	0.009119867006
744	0.009105398276
745	0.009087849827
746	0.009074615517
747	0.009061880375
748	0.00904756665
749	0.00903293147
750	0.009020771048
751	0.009008895666
752	0.008996417163
753	0.008974082336
754	0.008961990033
755	0.008944980578
756	749	0.007373987757	750	0.007362223023
751	0.007353303257
752	0.007342862760	0.008890098892
761	0.008878571342
762	0.008867892939
763	0.00885332858
764	0.008843387016
765	0.008833673708
766	0.008824100843
767	0.008813727448
768	0.00880094333
769	0.008787729785
770	0.008775788307
771	0.008763319892
772	0.008750265867
773	0.008740782429
774	0.008732492245
775	0.008715077764
776	0.008705479377
777	0.008693851522
778	0.008678863026
779	0.00866873062
780	0.008657251546
781	0.008648896781
782	0.008639504008
783	0.008630879734
784	0.008621820408
785	0.008609066533
786	0.008598841021
787	0.008587276539
788	0.008574733248
789	0.008561958524
790	0.008551556599
791	0.008543562186
792	0.008535003119
793	0.00852683016
794	0.008515800318
795	0.008503321418
796	0.00848863962
797	0.008477535799
798	0.791	0.0069742799	0.792	0.0069659800	0.793	0.0069567801	0.008440404947
802	0.008428492237
803	0.008417301011
804	0.008405944504
805	0.008394812902
806	0.008380900277
807	0.008370900423
808	0.008359219804
809	0.00834962321
810	0.008340990277
811	0.008328928003
812	0.008318351299
813	0.008309664453
814	0.008297213749
815	0.008287159634
816	0.00827599781
817	0.008266745457
818	0.008256764894
819	0.008246406903
820	0.008236045402
821	0.008228270824
822	0.008216316929
823	0.008206457978
824	0.008196237168
825	0.008188438634
826	0.008179486679
827	0.00816958618
828	0.008159398042
829	0.008144295372
830	0.008132700596
831	0.008122811622
832	0.008111122179
833	0.008094154902
834	0.008081401618
835	0.008073933743
836	0.008064322268
837	0.008053913424
838	0.008043451462
839	0.008033233518
840	0.00802505225
841	0.008010621544
842	0.008000026038
843	0.007991116453
844	0.007981390573
845	0.007971338827
846	0.007961233611
847	0.007948425484
848	0.007939106052
849	0.007930022565
850	0.007919906459
851	0.007911385806
852	0.00790494132
853	0.007897748719
854	0.007886772165
855	0.007877683308
856	0.007867005793
857	0.007858934396
858	0.007849787166
859	0.007840964625
860	0.007831189506
861	0.007820760993
862	0.007811342762
863	0.007803407992
864	0.007797750568
865	0.007785597677
866	0.00777715577
867	0.007766759815
868	0.00775185895
869	0.007739887734
870	0.007729545607
871	0.007723009944
872	0.00771393406
873	0.007702152772
874	0.007694175216
875	0.007683846378
876	0.007674348143
877	0.007666032734
878	0.007659452682
879	0.00765038415
880	0.007642916773
881	0.007629535839
882	0.007623112554
883	0.007611411731
884	0.007600952928
885	0.007593332116
886	0.007580374589
887	0.007571125963
888	0.007561046151
889	0.007551817059
890	0.007544150576
891	0.007538030882
892	0.007530283484
893	0.007523735472
894	0.007514363896
895	0.007502668421
896	0.007490016339
897	0.007483342431
898	0.007472849678
899	0.007466120631
900	0.007458271147
901	0.007446384365
902	0.007436231049
903	0.007428499556
904	0.007422759095
905	0.007412900004
906	0.007404316161
907	0.007397348567
908	0.007387899881
909	0.007378809391
910	0.007368987183
911	0.007362178229
912	0.007355300226
913	0.007345812369
914	0.007335902605
915	0.007325994247
916	0.007317253362
917	0.007310327064
918	0.00730250991
919	0.007290365101
920	0.007280490629
921	0.007272396525
922	0.00726204237
923	0.007252825335
924	0.007245513273
925	0.007237512266
926	0.007229430509
927	0.007220333049
928	0.007211463175
929	0.007205963976
930	0.007197676197
931	0.007188027174
932	0.007179387557
933	0.007169947902
934	0.007160943503
935	0.007154639247
936	0.007147439248
937	0.007140545869
938	0.007133660894
939	0.007123973277
940	0.007117050061
941	0.007108872088
942	0.007103016633
943	0.007092231849
944	0.0937	0.00582945	0.00938	0.005820589934
939	0.005811592671
940	0.0058051433
941	0.005799106154
942	0.005791505198
943	0.005783917113
944	0.005777612776
945	0.005769560214
946	0.005763381939
947	0.005757385792
948	0.005750901998
949	0.00574465992
950	0.005737740222
951	0.005729191932
952	0.005723115341
953	0.005717597152
954	0.005711374804
955	0.00570548546
956	0.005700015747
957	0.005694198576
958	0.005688394578
959	0.005682672308
960	0.00567724165
961	0.005671636898
962	0.005666106181
963	0.005660034362
964	0.005651471997
965	0.0056450602
966	0.00564000146
967	0.005633515469
968	0.005627526452
969	0.005621579553
970	0.005616199196
971	0.005610851553
972	0.005606020601
973	0.005600245675
974	0.005594516741
975	0.005588646776
976	0.005583815473
977	0.005578647428
978	0.005572686824
979	0.005567019372
980	0.005561826851
981	0.005553186295
982	0.005547796687
983	0.005542663799
984	0.005537315412
985	0.005532272808
986	0.005525760376
987	0.005520823082
988	0.005515571702
989	0.005510185583
990	0.005505108534
991	0.005498382094
992	0.005490389321
993	0.005485001304
994	0.005480199395
995	0.005475130816
996	0.005469254662
997	0.005463444556
998	0.00545821578
999	0.005452123123
998	0.004894523567
999	0.004888868348
